colour	x	key	showSelectedlegendcolour	showSelected2	group
#00BFC4	-2.86001278599724	1	prediction	27	110
#00BFC4	-2.86001278599724	1	prediction	28	111
#00BFC4	-2.86001278599724	1	prediction	29	112
#00BFC4	-2.86001278599724	1	prediction	30	113
#00BFC4	-2.86001278599724	1	prediction	31	114
#00BFC4	-2.86001278599724	1	prediction	32	115
#00BFC4	-2.86001278599724	1	prediction	33	116
#00BFC4	-2.86001278599724	1	prediction	34	117
#00BFC4	-2.86001278599724	1	prediction	35	118
#00BFC4	-2.86001278599724	1	prediction	36	119
#00BFC4	-2.86001278599724	1	prediction	37	120
#00BFC4	-2.86001278599724	1	prediction	38	121
#00BFC4	-2.86001278599724	1	prediction	39	122
#00BFC4	-2.86001278599724	1	prediction	40	123
#00BFC4	-2.78675652248785	1	prediction	0	124
#00BFC4	-2.78675652248785	1	prediction	1	125
#00BFC4	-2.78675652248785	1	prediction	2	126
#00BFC4	-2.78675652248785	1	prediction	3	127
#00BFC4	-2.78675652248785	1	prediction	4	128
#00BFC4	-2.78675652248785	1	prediction	5	129
#00BFC4	-2.78675652248785	1	prediction	6	130
#00BFC4	-2.78675652248785	1	prediction	7	131
#00BFC4	-2.78675652248785	1	prediction	8	132
#00BFC4	-2.78675652248785	1	prediction	9	133
#00BFC4	-2.78675652248785	1	prediction	10	134
#00BFC4	-2.78675652248785	1	prediction	11	135
#00BFC4	-2.78675652248785	1	prediction	12	136
#00BFC4	-2.78675652248785	1	prediction	13	137
#00BFC4	-2.78675652248785	1	prediction	14	138
#00BFC4	-2.78675652248785	1	prediction	15	139
#00BFC4	-2.78675652248785	1	prediction	16	140
#00BFC4	-2.78675652248785	1	prediction	17	141
#00BFC4	-2.78675652248785	1	prediction	18	142
#00BFC4	-2.78675652248785	1	prediction	19	143
#00BFC4	-2.78675652248785	1	prediction	20	144
#00BFC4	-2.78675652248785	1	prediction	21	145
#00BFC4	-2.78675652248785	1	prediction	22	146
#00BFC4	-2.78675652248785	1	prediction	23	147
#00BFC4	-2.78675652248785	1	prediction	24	148
#00BFC4	-2.78675652248785	1	prediction	25	149
#00BFC4	-2.78675652248785	1	prediction	26	150
#00BFC4	-2.78675652248785	1	prediction	27	151
#00BFC4	-2.78675652248785	1	prediction	28	152
#00BFC4	-2.78675652248785	1	prediction	29	153
#00BFC4	-2.78675652248785	1	prediction	30	154
#00BFC4	-2.78675652248785	1	prediction	31	155
#00BFC4	-2.78675652248785	1	prediction	32	156
#00BFC4	-2.78675652248785	1	prediction	33	157
#00BFC4	-2.78675652248785	1	prediction	34	158
#00BFC4	-2.78675652248785	1	prediction	35	159
#00BFC4	-2.78675652248785	1	prediction	36	160
#00BFC4	-2.78675652248785	1	prediction	37	161
#00BFC4	-2.78675652248785	1	prediction	38	162
#00BFC4	-2.78675652248785	1	prediction	39	163
#00BFC4	-2.78675652248785	1	prediction	40	164
#00BFC4	-2.64639373635873	1	prediction	0	165
#00BFC4	-2.64639373635873	1	prediction	1	166
#00BFC4	-2.64639373635873	1	prediction	2	167
#00BFC4	-2.64639373635873	1	prediction	3	168
#00BFC4	-2.64639373635873	1	prediction	4	169
#00BFC4	-2.64639373635873	1	prediction	5	170
#00BFC4	-2.64639373635873	1	prediction	6	171
#00BFC4	-2.64639373635873	1	prediction	7	172
#00BFC4	-2.64639373635873	1	prediction	8	173
#00BFC4	-2.64639373635873	1	prediction	9	174
#00BFC4	-2.64639373635873	1	prediction	10	175
#00BFC4	-2.64639373635873	1	prediction	11	176
#00BFC4	-2.64639373635873	1	prediction	12	177
#00BFC4	-2.64639373635873	1	prediction	13	178
#00BFC4	-2.64639373635873	1	prediction	14	179
#00BFC4	-2.64639373635873	1	prediction	15	180
#00BFC4	-2.64639373635873	1	prediction	16	181
#00BFC4	-2.64639373635873	1	prediction	17	182
#00BFC4	-2.64639373635873	1	prediction	18	183
#00BFC4	-2.64639373635873	1	prediction	19	184
#00BFC4	-2.64639373635873	1	prediction	20	185
#00BFC4	-2.64639373635873	1	prediction	21	186
#00BFC4	-2.64639373635873	1	prediction	22	187
#00BFC4	-2.64639373635873	1	prediction	23	188
#00BFC4	-2.64639373635873	1	prediction	24	189
#00BFC4	-2.64639373635873	1	prediction	25	190
#00BFC4	-2.64639373635873	1	prediction	26	191
#00BFC4	-2.64639373635873	1	prediction	27	192
#00BFC4	-2.64639373635873	1	prediction	28	193
#00BFC4	-2.64639373635873	1	prediction	29	194
#00BFC4	-2.64639373635873	1	prediction	30	195
#00BFC4	-2.64639373635873	1	prediction	31	196
#00BFC4	-2.64639373635873	1	prediction	32	197
#00BFC4	-2.64639373635873	1	prediction	33	198
#00BFC4	-2.64639373635873	1	prediction	34	199
#00BFC4	-2.64639373635873	1	prediction	35	200
#00BFC4	-2.64639373635873	1	prediction	36	201
#00BFC4	-2.64639373635873	1	prediction	37	202
#00BFC4	-2.64639373635873	1	prediction	38	203
#00BFC4	-2.64639373635873	1	prediction	39	204
#00BFC4	-2.64639373635873	1	prediction	40	205
#00BFC4	-2.62928237719461	1	prediction	0	206
#00BFC4	-2.62928237719461	1	prediction	1	207
#00BFC4	-2.62928237719461	1	prediction	2	208
#00BFC4	-2.62928237719461	1	prediction	3	209
#00BFC4	-2.62928237719461	1	prediction	4	210
#00BFC4	-2.62928237719461	1	prediction	5	211
#00BFC4	-2.62928237719461	1	prediction	6	212
#00BFC4	-2.62928237719461	1	prediction	7	213
#00BFC4	-2.62928237719461	1	prediction	8	214
#00BFC4	-2.62928237719461	1	prediction	9	215
#00BFC4	-2.62928237719461	1	prediction	10	216
#00BFC4	-2.62928237719461	1	prediction	11	217
#00BFC4	-2.62928237719461	1	prediction	12	218
#00BFC4	-2.62928237719461	1	prediction	13	219
#00BFC4	-2.62928237719461	1	prediction	14	220
#00BFC4	-2.62928237719461	1	prediction	15	221
#00BFC4	-2.62928237719461	1	prediction	16	222
#00BFC4	-2.62928237719461	1	prediction	17	223
#00BFC4	-2.62928237719461	1	prediction	18	224
#00BFC4	-2.62928237719461	1	prediction	19	225
#00BFC4	-2.62928237719461	1	prediction	20	226
#00BFC4	-2.62928237719461	1	prediction	21	227
#00BFC4	-2.62928237719461	1	prediction	22	228
#00BFC4	-2.62928237719461	1	prediction	23	229
#00BFC4	-2.62928237719461	1	prediction	24	230
#00BFC4	-2.62928237719461	1	prediction	25	231
#00BFC4	-2.62928237719461	1	prediction	26	232
#00BFC4	-2.62928237719461	1	prediction	27	233
#00BFC4	-2.62928237719461	1	prediction	28	234
#00BFC4	-2.62928237719461	1	prediction	29	235
#00BFC4	-2.62928237719461	1	prediction	30	236
#00BFC4	-2.62928237719461	1	prediction	31	237
#00BFC4	-2.62928237719461	1	prediction	32	238
#00BFC4	-2.62928237719461	1	prediction	33	239
#00BFC4	-2.62928237719461	1	prediction	34	240
#00BFC4	-2.62928237719461	1	prediction	35	241
#00BFC4	-2.62928237719461	1	prediction	36	242
#00BFC4	-2.62928237719461	1	prediction	37	243
#00BFC4	-2.62928237719461	1	prediction	38	244
#00BFC4	-2.62928237719461	1	prediction	39	245
#00BFC4	-2.62928237719461	1	prediction	40	246
#00BFC4	-2.61714911693707	1	prediction	0	247
#00BFC4	-2.61714911693707	1	prediction	1	248
#00BFC4	-2.61714911693707	1	prediction	2	249
#00BFC4	-2.61714911693707	1	prediction	3	250
#00BFC4	-2.61714911693707	1	prediction	4	251
#00BFC4	-2.61714911693707	1	prediction	5	252
#00BFC4	-2.61714911693707	1	prediction	6	253
#00BFC4	-2.61714911693707	1	prediction	7	254
#00BFC4	-2.61714911693707	1	prediction	8	255
#00BFC4	-2.61714911693707	1	prediction	9	256
#00BFC4	-2.61714911693707	1	prediction	10	257
#00BFC4	-2.61714911693707	1	prediction	11	258
#00BFC4	-2.61714911693707	1	prediction	12	259
#00BFC4	-2.61714911693707	1	prediction	13	260
#00BFC4	-2.61714911693707	1	prediction	14	261
#00BFC4	-2.61714911693707	1	prediction	15	262
#00BFC4	-2.61714911693707	1	prediction	16	263
#00BFC4	-2.61714911693707	1	prediction	17	264
#00BFC4	-2.61714911693707	1	prediction	18	265
#00BFC4	-2.61714911693707	1	prediction	19	266
#00BFC4	-2.61714911693707	1	prediction	20	267
#00BFC4	-2.61714911693707	1	prediction	21	268
#00BFC4	-2.61714911693707	1	prediction	22	269
#00BFC4	-2.61714911693707	1	prediction	23	270
#00BFC4	-2.61714911693707	1	prediction	24	271
#00BFC4	-2.61714911693707	1	prediction	25	272
#00BFC4	-2.61714911693707	1	prediction	26	273
#00BFC4	-2.61714911693707	1	prediction	27	274
#00BFC4	-2.61714911693707	1	prediction	28	275
#00BFC4	-2.61714911693707	1	prediction	29	276
#00BFC4	-2.61714911693707	1	prediction	30	277
#00BFC4	-2.61714911693707	1	prediction	31	278
#00BFC4	-2.61714911693707	1	prediction	32	279
#00BFC4	-2.61714911693707	1	prediction	33	280
#00BFC4	-2.61714911693707	1	prediction	34	281
#00BFC4	-2.61714911693707	1	prediction	35	282
#00BFC4	-2.61714911693707	1	prediction	36	283
#00BFC4	-2.61714911693707	1	prediction	37	284
#00BFC4	-2.61714911693707	1	prediction	38	285
#00BFC4	-2.61714911693707	1	prediction	39	286
#00BFC4	-2.61714911693707	1	prediction	40	287
#00BFC4	-2.5759257171303	1	prediction	0	288
#00BFC4	-2.5759257171303	1	prediction	1	289
#00BFC4	-2.5759257171303	1	prediction	2	290
#00BFC4	-2.5759257171303	1	prediction	3	291
#00BFC4	-2.5759257171303	1	prediction	4	292
#00BFC4	-2.5759257171303	1	prediction	5	293
#00BFC4	-2.5759257171303	1	prediction	6	294
#00BFC4	-2.5759257171303	1	prediction	7	295
#00BFC4	-2.5759257171303	1	prediction	8	296
#00BFC4	-2.5759257171303	1	prediction	9	297
#00BFC4	-2.5759257171303	1	prediction	10	298
#00BFC4	-2.5759257171303	1	prediction	11	299
#00BFC4	-2.5759257171303	1	prediction	12	300
#00BFC4	-2.5759257171303	1	prediction	13	301
#00BFC4	-2.5759257171303	1	prediction	14	302
#00BFC4	-2.5759257171303	1	prediction	15	303
#00BFC4	-2.5759257171303	1	prediction	16	304
#00BFC4	-2.5759257171303	1	prediction	17	305
#00BFC4	-2.5759257171303	1	prediction	18	306
#00BFC4	-2.5759257171303	1	prediction	19	307
#00BFC4	-2.5759257171303	1	prediction	20	308
#00BFC4	-2.5759257171303	1	prediction	21	309
#00BFC4	-2.5759257171303	1	prediction	22	310
#00BFC4	-2.5759257171303	1	prediction	23	311
#00BFC4	-2.5759257171303	1	prediction	24	312
#00BFC4	-2.5759257171303	1	prediction	25	313
#00BFC4	-2.5759257171303	1	prediction	26	314
#00BFC4	-2.5759257171303	1	prediction	27	315
#00BFC4	-2.5759257171303	1	prediction	28	316
#00BFC4	-2.5759257171303	1	prediction	29	317
#00BFC4	-2.5759257171303	1	prediction	30	318
#00BFC4	-2.5759257171303	1	prediction	31	319
#00BFC4	-2.5759257171303	1	prediction	32	320
#00BFC4	-2.5759257171303	1	prediction	33	321
#00BFC4	-2.5759257171303	1	prediction	34	322
#00BFC4	-2.5759257171303	1	prediction	35	323
#00BFC4	-2.5759257171303	1	prediction	36	324
#00BFC4	-2.5759257171303	1	prediction	37	325
#00BFC4	-2.5759257171303	1	prediction	38	326
#00BFC4	-2.5759257171303	1	prediction	39	327
#00BFC4	-2.5759257171303	1	prediction	40	328
#00BFC4	-2.54834552574903	1	prediction	0	329
#00BFC4	-2.54834552574903	1	prediction	1	330
#00BFC4	-2.54834552574903	1	prediction	2	331
#00BFC4	-2.54834552574903	1	prediction	3	332
#00BFC4	-2.54834552574903	1	prediction	4	333
#00BFC4	-2.54834552574903	1	prediction	5	334
#00BFC4	-2.54834552574903	1	prediction	6	335
#00BFC4	-2.54834552574903	1	prediction	7	336
#00BFC4	-2.54834552574903	1	prediction	8	337
#00BFC4	-2.54834552574903	1	prediction	9	338
#00BFC4	-2.54834552574903	1	prediction	10	339
#00BFC4	-2.54834552574903	1	prediction	11	340
#00BFC4	-2.54834552574903	1	prediction	12	341
#00BFC4	-2.54834552574903	1	prediction	13	342
#00BFC4	-2.54834552574903	1	prediction	14	343
#00BFC4	-2.54834552574903	1	prediction	15	344
#00BFC4	-2.54834552574903	1	prediction	16	345
#00BFC4	-2.54834552574903	1	prediction	17	346
#00BFC4	-2.54834552574903	1	prediction	18	347
#00BFC4	-2.54834552574903	1	prediction	19	348
#00BFC4	-2.54834552574903	1	prediction	20	349
#00BFC4	-2.54834552574903	1	prediction	21	350
#00BFC4	-2.54834552574903	1	prediction	22	351
#00BFC4	-2.54834552574903	1	prediction	23	352
#00BFC4	-2.54834552574903	1	prediction	24	353
#00BFC4	-2.54834552574903	1	prediction	25	354
#00BFC4	-2.54834552574903	1	prediction	26	355
#00BFC4	-2.54834552574903	1	prediction	27	356
#00BFC4	-2.54834552574903	1	prediction	28	357
#00BFC4	-2.54834552574903	1	prediction	29	358
#00BFC4	-2.54834552574903	1	prediction	30	359
#00BFC4	-2.54834552574903	1	prediction	31	360
#00BFC4	-2.54834552574903	1	prediction	32	361
#00BFC4	-2.54834552574903	1	prediction	33	362
#00BFC4	-2.54834552574903	1	prediction	34	363
#00BFC4	-2.54834552574903	1	prediction	35	364
#00BFC4	-2.54834552574903	1	prediction	36	365
#00BFC4	-2.54834552574903	1	prediction	37	366
#00BFC4	-2.54834552574903	1	prediction	38	367
#00BFC4	-2.54834552574903	1	prediction	39	368
#00BFC4	-2.54834552574903	1	prediction	40	369
#00BFC4	-2.53761371830478	1	prediction	0	370
#00BFC4	-2.53761371830478	1	prediction	1	371
#00BFC4	-2.53761371830478	1	prediction	2	372
#00BFC4	-2.53761371830478	1	prediction	3	373
#00BFC4	-2.53761371830478	1	prediction	4	374
#00BFC4	-2.53761371830478	1	prediction	5	375
#00BFC4	-2.53761371830478	1	prediction	6	376
#00BFC4	-2.53761371830478	1	prediction	7	377
#00BFC4	-2.53761371830478	1	prediction	8	378
#00BFC4	-2.53761371830478	1	prediction	9	379
#00BFC4	-2.53761371830478	1	prediction	10	380
#00BFC4	-2.53761371830478	1	prediction	11	381
#00BFC4	-2.53761371830478	1	prediction	12	382
#00BFC4	-2.53761371830478	1	prediction	13	383
#00BFC4	-2.53761371830478	1	prediction	14	384
#00BFC4	-2.53761371830478	1	prediction	15	385
#00BFC4	-2.53761371830478	1	prediction	16	386
#00BFC4	-2.53761371830478	1	prediction	17	387
#00BFC4	-2.53761371830478	1	prediction	18	388
#00BFC4	-2.53761371830478	1	prediction	19	389
#00BFC4	-2.53761371830478	1	prediction	20	390
#00BFC4	-2.53761371830478	1	prediction	21	391
#00BFC4	-2.53761371830478	1	prediction	22	392
#00BFC4	-2.53761371830478	1	prediction	23	393
#00BFC4	-2.53761371830478	1	prediction	24	394
#00BFC4	-2.53761371830478	1	prediction	25	395
#00BFC4	-2.53761371830478	1	prediction	26	396
#00BFC4	-2.53761371830478	1	prediction	27	397
#00BFC4	-2.53761371830478	1	prediction	28	398
#00BFC4	-2.53761371830478	1	prediction	29	399
#00BFC4	-2.53761371830478	1	prediction	30	400
#00BFC4	-2.53761371830478	1	prediction	31	401
#00BFC4	-2.53761371830478	1	prediction	32	402
#00BFC4	-2.53761371830478	1	prediction	33	403
#00BFC4	-2.53761371830478	1	prediction	34	404
#00BFC4	-2.53761371830478	1	prediction	35	405
#00BFC4	-2.53761371830478	1	prediction	36	406
#00BFC4	-2.53761371830478	1	prediction	37	407
#00BFC4	-2.53761371830478	1	prediction	38	408
#00BFC4	-2.53761371830478	1	prediction	39	409
#00BFC4	-2.53761371830478	1	prediction	40	410
#00BFC4	-2.49451851379126	1	prediction	0	411
#00BFC4	-2.49451851379126	1	prediction	1	412
#00BFC4	-2.49451851379126	1	prediction	2	413
#00BFC4	-2.49451851379126	1	prediction	3	414
#00BFC4	-2.49451851379126	1	prediction	4	415
#00BFC4	-2.49451851379126	1	prediction	5	416
#00BFC4	-2.49451851379126	1	prediction	6	417
#00BFC4	-2.49451851379126	1	prediction	7	418
#00BFC4	-2.49451851379126	1	prediction	8	419
#00BFC4	-2.49451851379126	1	prediction	9	420
#00BFC4	-2.49451851379126	1	prediction	10	421
#00BFC4	-2.49451851379126	1	prediction	11	422
#00BFC4	-2.49451851379126	1	prediction	12	423
#00BFC4	-2.49451851379126	1	prediction	13	424
#00BFC4	-2.49451851379126	1	prediction	14	425
#00BFC4	-2.49451851379126	1	prediction	15	426
#00BFC4	-2.49451851379126	1	prediction	16	427
#00BFC4	-2.49451851379126	1	prediction	17	428
#00BFC4	-2.49451851379126	1	prediction	18	429
#00BFC4	-2.49451851379126	1	prediction	19	430
#00BFC4	-2.49451851379126	1	prediction	20	431
#00BFC4	-2.49451851379126	1	prediction	21	432
#00BFC4	-2.49451851379126	1	prediction	22	433
#00BFC4	-2.49451851379126	1	prediction	23	434
#00BFC4	-2.49451851379126	1	prediction	24	435
#00BFC4	-2.49451851379126	1	prediction	25	436
#00BFC4	-2.49451851379126	1	prediction	26	437
#00BFC4	-2.49451851379126	1	prediction	27	438
#00BFC4	-2.49451851379126	1	prediction	28	439
#00BFC4	-2.49451851379126	1	prediction	29	440
#00BFC4	-2.49451851379126	1	prediction	30	441
#00BFC4	-2.49451851379126	1	prediction	31	442
#00BFC4	-2.49451851379126	1	prediction	32	443
#00BFC4	-2.49451851379126	1	prediction	33	444
#00BFC4	-2.49451851379126	1	prediction	34	445
#00BFC4	-2.49451851379126	1	prediction	35	446
#00BFC4	-2.49451851379126	1	prediction	36	447
#00BFC4	-2.49451851379126	1	prediction	37	448
#00BFC4	-2.49451851379126	1	prediction	38	449
#00BFC4	-2.49451851379126	1	prediction	39	450
#00BFC4	-2.49451851379126	1	prediction	40	451
#00BFC4	-2.40320303896442	1	prediction	0	452
#00BFC4	-2.40320303896442	1	prediction	1	453
#00BFC4	-2.40320303896442	1	prediction	2	454
#00BFC4	-2.40320303896442	1	prediction	3	455
#00BFC4	-2.40320303896442	1	prediction	4	456
#00BFC4	-2.40320303896442	1	prediction	5	457
#00BFC4	-2.40320303896442	1	prediction	6	458
#00BFC4	-2.40320303896442	1	prediction	7	459
#00BFC4	-2.40320303896442	1	prediction	8	460
#00BFC4	-2.40320303896442	1	prediction	9	461
#00BFC4	-2.40320303896442	1	prediction	10	462
#00BFC4	-2.40320303896442	1	prediction	11	463
#00BFC4	-2.40320303896442	1	prediction	12	464
#00BFC4	-2.40320303896442	1	prediction	13	465
#00BFC4	-2.40320303896442	1	prediction	14	466
#00BFC4	-2.40320303896442	1	prediction	15	467
#00BFC4	-2.40320303896442	1	prediction	16	468
#00BFC4	-2.40320303896442	1	prediction	17	469
#00BFC4	-2.40320303896442	1	prediction	18	470
#00BFC4	-2.40320303896442	1	prediction	19	471
#00BFC4	-2.40320303896442	1	prediction	20	472
#00BFC4	-2.40320303896442	1	prediction	21	473
#00BFC4	-2.40320303896442	1	prediction	22	474
#00BFC4	-2.40320303896442	1	prediction	23	475
#00BFC4	-2.40320303896442	1	prediction	24	476
#00BFC4	-2.40320303896442	1	prediction	25	477
#00BFC4	-2.40320303896442	1	prediction	26	478
#00BFC4	-2.40320303896442	1	prediction	27	479
#00BFC4	-2.40320303896442	1	prediction	28	480
#00BFC4	-2.40320303896442	1	prediction	29	481
#00BFC4	-2.40320303896442	1	prediction	30	482
#00BFC4	-2.40320303896442	1	prediction	31	483
#00BFC4	-2.40320303896442	1	prediction	32	484
#00BFC4	-2.40320303896442	1	prediction	33	485
#00BFC4	-2.40320303896442	1	prediction	34	486
#00BFC4	-2.40320303896442	1	prediction	35	487
#00BFC4	-2.40320303896442	1	prediction	36	488
#00BFC4	-2.40320303896442	1	prediction	37	489
#00BFC4	-2.40320303896442	1	prediction	38	490
#00BFC4	-2.40320303896442	1	prediction	39	491
#00BFC4	-2.40320303896442	1	prediction	40	492
#00BFC4	-2.39476124290377	1	prediction	0	493
#00BFC4	-2.39476124290377	1	prediction	1	494
#00BFC4	-2.39476124290377	1	prediction	2	495
#00BFC4	-2.39476124290377	1	prediction	3	496
#00BFC4	-2.39476124290377	1	prediction	4	497
#00BFC4	-2.39476124290377	1	prediction	5	498
#00BFC4	-2.39476124290377	1	prediction	6	499
#00BFC4	-2.39476124290377	1	prediction	7	500
#00BFC4	-2.39476124290377	1	prediction	8	501
#00BFC4	-2.39476124290377	1	prediction	9	502
#00BFC4	-2.39476124290377	1	prediction	10	503
#00BFC4	-2.39476124290377	1	prediction	11	504
#00BFC4	-2.39476124290377	1	prediction	12	505
#00BFC4	-2.39476124290377	1	prediction	13	506
#00BFC4	-2.39476124290377	1	prediction	14	507
#00BFC4	-2.39476124290377	1	prediction	15	508
#00BFC4	-2.39476124290377	1	prediction	16	509
#00BFC4	-2.39476124290377	1	prediction	17	510
#00BFC4	-2.39476124290377	1	prediction	18	511
#00BFC4	-2.39476124290377	1	prediction	19	512
#00BFC4	-2.39476124290377	1	prediction	20	513
#00BFC4	-2.39476124290377	1	prediction	21	514
#00BFC4	-2.39476124290377	1	prediction	22	515
#00BFC4	-2.39476124290377	1	prediction	23	516
#00BFC4	-2.39476124290377	1	prediction	24	517
#00BFC4	-2.39476124290377	1	prediction	25	518
#00BFC4	-2.39476124290377	1	prediction	26	519
#00BFC4	-2.39476124290377	1	prediction	27	520
#00BFC4	-2.39476124290377	1	prediction	28	521
#00BFC4	-2.39476124290377	1	prediction	29	522
#00BFC4	-2.39476124290377	1	prediction	30	523
#00BFC4	-2.39476124290377	1	prediction	31	524
#00BFC4	-2.39476124290377	1	prediction	32	525
#00BFC4	-2.39476124290377	1	prediction	33	526
#00BFC4	-2.39476124290377	1	prediction	34	527
#00BFC4	-2.39476124290377	1	prediction	35	528
#00BFC4	-2.39476124290377	1	prediction	36	529
#00BFC4	-2.39476124290377	1	prediction	37	530
#00BFC4	-2.39476124290377	1	prediction	38	531
#00BFC4	-2.39476124290377	1	prediction	39	532
#00BFC4	-2.39476124290377	1	prediction	40	533
#00BFC4	-2.38089458551258	1	prediction	0	534
#00BFC4	-2.38089458551258	1	prediction	1	535
#00BFC4	-2.38089458551258	1	prediction	2	536
