colour	x	xend	key	showSelectedlegendcolour	showSelected2	group
#F8766D	-1.04788708873093	-1.04788708873093	-1.04788708873093	error	0	84
#F8766D	1.54252288816497	1.54252288816497	1.54252288816497	error	0	85
#F8766D	-1.78384646913037	-1.78384646913037	-1.78384646913037	error	0	86
#F8766D	1.26672733481973	1.26672733481973	1.26672733481973	error	0	87
#F8766D	-2.26984847383574	-2.26984847383574	-2.26984847383574	error	0	88
#F8766D	-1.52706891624257	-1.52706891624257	-1.52706891624257	error	0	89
#F8766D	-2.14017372345552	-2.14017372345552	-2.14017372345552	error	0	90
#F8766D	-1.56222350941971	-1.56222350941971	-1.56222350941971	error	0	91
#F8766D	-2.64639373635873	-2.64639373635873	-2.64639373635873	error	0	92
#F8766D	0.853729551192373	0.853729551192373	0.853729551192373	error	0	93
#F8766D	2.25761527614668	2.25761527614668	2.25761527614668	error	0	94
#F8766D	1.67348806466907	1.67348806466907	1.67348806466907	error	0	95
#F8766D	1.78385295532644	1.78385295532644	1.78385295532644	error	0	96
#F8766D	-0.26835327828303	-0.26835327828303	-0.26835327828303	error	0	97
#F8766D	-0.539495507720858	-0.539495507720858	-0.539495507720858	error	0	98
#F8766D	1.86522145662457	1.86522145662457	1.86522145662457	error	0	99
#F8766D	0.629599741660058	0.629599741660058	0.629599741660058	error	0	100
#F8766D	0.928343568462878	0.928343568462878	0.928343568462878	error	0	101
#F8766D	-0.880816368386149	-0.880816368386149	-0.880816368386149	error	0	102
#F8766D	-1.3784391246736	-1.3784391246736	-1.3784391246736	error	0	103
#F8766D	2.9561043670401	2.9561043670401	2.9561043670401	error	0	104
#F8766D	0.800959586631507	0.800959586631507	0.800959586631507	error	0	105
#F8766D	-1.72075118869543	-1.72075118869543	-1.72075118869543	error	0	106
#F8766D	-2.22376591153443	-2.22376591153443	-2.22376591153443	error	0	107
#F8766D	-0.131291794124991	-0.131291794124991	-0.131291794124991	error	0	108
#F8766D	2.54444681899622	2.54444681899622	2.54444681899622	error	0	109
#F8766D	0.59256580285728	0.59256580285728	0.59256580285728	error	0	110
#F8766D	2.85702416952699	2.85702416952699	2.85702416952699	error	0	111
#F8766D	1.39075507130474	1.39075507130474	1.39075507130474	error	0	112
#F8766D	-0.859638527501374	-0.859638527501374	-0.859638527501374	error	0	113
#F8766D	-0.411157856695354	-0.411157856695354	-0.411157856695354	error	0	114
#F8766D	-2.11073063593358	-2.11073063593358	-2.11073063593358	error	0	115
#F8766D	-2.92153454711661	-2.92153454711661	-2.92153454711661	error	0	116
#F8766D	1.29339639656246	1.29339639656246	1.29339639656246	error	0	117
#F8766D	-2.38089458551258	-2.38089458551258	-2.38089458551258	error	0	118
#F8766D	-0.322293908335268	-0.322293908335268	-0.322293908335268	error	0	119
#F8766D	0.840606270823628	0.840606270823628	0.840606270823628	error	0	120
#F8766D	2.95103172026575	2.95103172026575	2.95103172026575	error	0	121
#F8766D	-0.0264385328628123	-0.0264385328628123	-0.0264385328628123	error	0	122
#F8766D	-0.0939028537832201	-0.0939028537832201	-0.0939028537832201	error	0	123
#F8766D	-1.95934599079192	-1.95934599079192	-1.95934599079192	error	0	124
#F8766D	1.52892566705123	1.52892566705123	1.52892566705123	error	0	125
#F8766D	-0.276627064682543	-0.276627064682543	-0.276627064682543	error	0	126
#F8766D	0.0670187026262283	0.0670187026262283	0.0670187026262283	error	0	127
#F8766D	-1.75472932029516	-1.75472932029516	-1.75472932029516	error	0	128
#F8766D	-1.62805114360526	-1.62805114360526	-1.62805114360526	error	0	129
#F8766D	0.574271977879107	0.574271977879107	0.574271977879107	error	0	130
#F8766D	0.449233189690858	0.449233189690858	0.449233189690858	error	0	131
#F8766D	-2.53761371830478	-2.53761371830478	-2.53761371830478	error	0	132
#F8766D	-2.78675652248785	-2.78675652248785	-2.78675652248785	error	0	133
#F8766D	0.856772953178734	0.856772953178734	0.856772953178734	error	0	134
#F8766D	2.57169119780883	2.57169119780883	2.57169119780883	error	0	135
#F8766D	0.588554534129798	0.588554534129798	0.588554534129798	error	0	136
#F8766D	0.365404488053173	0.365404488053173	0.365404488053173	error	0	137
#F8766D	0.156166343484074	0.156166343484074	0.156166343484074	error	0	138
#F8766D	2.91057134326547	2.91057134326547	2.91057134326547	error	0	139
#F8766D	0.0458509339950979	0.0458509339950979	0.0458509339950979	error	0	140
#F8766D	1.0967284720391	1.0967284720391	1.0967284720391	error	0	141
#F8766D	0.609247305896133	0.609247305896133	0.609247305896133	error	0	142
#F8766D	-1.56678793346509	-1.56678793346509	-1.56678793346509	error	0	143
#F8766D	-1.45100443996489	-1.45100443996489	-1.45100443996489	error	0	144
#F8766D	1.37585774017498	1.37585774017498	1.37585774017498	error	0	145
#F8766D	-0.284575011581182	-0.284575011581182	-0.284575011581182	error	0	146
#F8766D	-1.94923938950524	-1.94923938950524	-1.94923938950524	error	0	147
#F8766D	1.48018961772323	1.48018961772323	1.48018961772323	error	0	148
#F8766D	-2.37007415760309	-2.37007415760309	-2.37007415760309	error	0	149
#F8766D	2.18726969417185	2.18726969417185	2.18726969417185	error	0	150
#F8766D	0.687869830057025	0.687869830057025	0.687869830057025	error	0	151
#F8766D	0.342957233078778	0.342957233078778	0.342957233078778	error	0	152
#F8766D	-1.02733608568087	-1.02733608568087	-1.02733608568087	error	0	153
#F8766D	-0.28121132729575	-0.28121132729575	-0.28121132729575	error	0	154
#F8766D	0.00264583574607968	0.00264583574607968	0.00264583574607968	error	0	155
#F8766D	-1.91480183321983	-1.91480183321983	-1.91480183321983	error	0	156
#F8766D	0.177783616818488	0.177783616818488	0.177783616818488	error	0	157
#F8766D	-2.54834552574903	-2.54834552574903	-2.54834552574903	error	0	158
#F8766D	-1.33346440410241	-1.33346440410241	-1.33346440410241	error	0	159
#F8766D	-1.72380288457498	-1.72380288457498	-1.72380288457498	error	0	160
#F8766D	-1.29125711414963	-1.29125711414963	-1.29125711414963	error	0	161
#F8766D	2.37056461768225	2.37056461768225	2.37056461768225	error	0	162
#F8766D	-0.322588060051203	-0.322588060051203	-0.322588060051203	error	0	163
#F8766D	1.67990933870897	1.67990933870897	1.67990933870897	error	0	164
#F8766D	2.28371420921758	2.28371420921758	2.28371420921758	error	0	165
#F8766D	-0.521254742983729	-0.521254742983729	-0.521254742983729	error	0	166
#F8766D	-2.61714911693707	-2.61714911693707	-2.61714911693707	error	0	167
#F8766D	-0.987075049895793	-0.987075049895793	-0.987075049895793	error	0	168
#F8766D	1.34235567972064	1.34235567972064	1.34235567972064	error	0	169
#F8766D	-0.974307999014854	-0.974307999014854	-0.974307999014854	error	0	170
#F8766D	0.78248473489657	0.78248473489657	0.78248473489657	error	0	171
#F8766D	2.04368732403964	2.04368732403964	2.04368732403964	error	0	172
#F8766D	2.13678998826072	2.13678998826072	2.13678998826072	error	0	173
#F8766D	-0.651844313833863	-0.651844313833863	-0.651844313833863	error	0	174
#F8766D	-0.717036686372012	-0.717036686372012	-0.717036686372012	error	0	175
#F8766D	2.37267255596817	2.37267255596817	2.37267255596817	error	0	176
#F8766D	0.865894577465951	0.865894577465951	0.865894577465951	error	0	177
#F8766D	1.44647189229727	1.44647189229727	1.44647189229727	error	0	178
#F8766D	0.631820679176599	0.631820679176599	0.631820679176599	error	0	179
#F8766D	2.41848966898397	2.41848966898397	2.41848966898397	error	0	180
#F8766D	-1.2376190694049	-1.2376190694049	-1.2376190694049	error	0	181
#F8766D	-1.85243934066966	-1.85243934066966	-1.85243934066966	error	0	182
#F8766D	2.31870565982535	2.31870565982535	2.31870565982535	error	0	183
#F8766D	0.0200369143858552	0.0200369143858552	0.0200369143858552	error	0	184
#F8766D	2.26234525814652	2.26234525814652	2.26234525814652	error	0	185
#F8766D	-1.86483826534823	-1.86483826534823	-1.86483826534823	error	0	186
#F8766D	1.54861831432208	1.54861831432208	1.54861831432208	error	0	187
#F8766D	1.34699335601181	1.34699335601181	1.34699335601181	error	0	188
#F8766D	2.66234890976921	2.66234890976921	2.66234890976921	error	0	189
#F8766D	0.285879522096366	0.285879522096366	0.285879522096366	error	0	190
#F8766D	1.27046320633963	1.27046320633963	1.27046320633963	error	0	191
#F8766D	-0.666569401044399	-0.666569401044399	-0.666569401044399	error	0	192
#F8766D	-2.39476124290377	-2.39476124290377	-2.39476124290377	error	0	193
#F8766D	2.56381253153086	2.56381253153086	2.56381253153086	error	0	194
#F8766D	-1.30060499813408	-1.30060499813408	-1.30060499813408	error	0	195
#F8766D	0.543438952881843	0.543438952881843	0.543438952881843	error	0	196
#F8766D	-2.33783637033775	-2.33783637033775	-2.33783637033775	error	0	197
#F8766D	2.04304219270125	2.04304219270125	2.04304219270125	error	0	198
#F8766D	-1.09221789333969	-1.09221789333969	-1.09221789333969	error	0	199
#F8766D	1.69710802193731	1.69710802193731	1.69710802193731	error	0	200
#F8766D	-1.4069480211474	-1.4069480211474	-1.4069480211474	error	1	201
#F8766D	-0.767256602179259	-0.767256602179259	-0.767256602179259	error	1	202
#F8766D	0.437120180111378	0.437120180111378	0.437120180111378	error	1	203
#F8766D	2.44924673996866	2.44924673996866	2.44924673996866	error	1	204
#F8766D	-1.78990841377527	-1.78990841377527	-1.78990841377527	error	1	205
#F8766D	2.39033810980618	2.39033810980618	2.39033810980618	error	1	206
#F8766D	2.66805161163211	2.66805161163211	2.66805161163211	error	1	207
#F8766D	0.964786754921079	0.964786754921079	0.964786754921079	error	1	208
#F8766D	0.774684263393283	0.774684263393283	0.774684263393283	error	1	209
#F8766D	-2.62928237719461	-2.62928237719461	-2.62928237719461	error	1	210
#F8766D	-1.76415255060419	-1.76415255060419	-1.76415255060419	error	1	211
#F8766D	-1.94065948482603	-1.94065948482603	-1.94065948482603	error	1	212
#F8766D	1.1221370799467	1.1221370799467	1.1221370799467	error	1	213
#F8766D	-0.695377690717578	-0.695377690717578	-0.695377690717578	error	1	214
#F8766D	1.61904851999134	1.61904851999134	1.61904851999134	error	1	215
#F8766D	-0.0138045474886894	-0.0138045474886894	-0.0138045474886894	error	1	216
#F8766D	1.30571104958653	1.30571104958653	1.30571104958653	error	1	217
#F8766D	2.9514365689829	2.9514365689829	2.9514365689829	error	1	218
#F8766D	-0.719788923393935	-0.719788923393935	-0.719788923393935	error	1	219
#F8766D	1.66467132791877	1.66467132791877	1.66467132791877	error	1	220
#F8766D	2.60823138663545	2.60823138663545	2.60823138663545	error	1	221
#F8766D	-1.72714487230405	-1.72714487230405	-1.72714487230405	error	1	222
#F8766D	0.910042596515268	0.910042596515268	0.910042596515268	error	1	223
#F8766D	-2.2466694242321	-2.2466694242321	-2.2466694242321	error	1	224
#F8766D	-1.39667598763481	-1.39667598763481	-1.39667598763481	error	1	225
#F8766D	-0.683315444737673	-0.683315444737673	-0.683315444737673	error	1	226
#F8766D	-2.91965800104663	-2.91965800104663	-2.91965800104663	error	1	227
#F8766D	-0.705672257579863	-0.705672257579863	-0.705672257579863	error	1	228
#F8766D	2.21814507432282	2.21814507432282	2.21814507432282	error	1	229
#F8766D	-0.957906019873917	-0.957906019873917	-0.957906019873917	error	1	230
#F8766D	-0.107519307173789	-0.107519307173789	-0.107519307173789	error	1	231
#F8766D	0.59739495255053	0.59739495255053	0.59739495255053	error	1	232
#F8766D	-0.0387521577067673	-0.0387521577067673	-0.0387521577067673	error	1	233
#F8766D	-1.88269439153373	-1.88269439153373	-1.88269439153373	error	1	234
#F8766D	1.96423991164193	1.96423991164193	1.96423991164193	error	1	235
#F8766D	1.01080042915419	1.01080042915419	1.01080042915419	error	1	236
#F8766D	1.76543916435912	1.76543916435912	1.76543916435912	error	1	237
#F8766D	-2.35233824467286	-2.35233824467286	-2.35233824467286	error	1	238
#F8766D	1.34226567624137	1.34226567624137	1.34226567624137	error	1	239
#F8766D	-0.53235342213884	-0.53235342213884	-0.53235342213884	error	1	240
#F8766D	1.92567776469514	1.92567776469514	1.92567776469514	error	1	241
#F8766D	0.882361162919551	0.882361162919551	0.882361162919551	error	1	242
#F8766D	1.69759657373652	1.69759657373652	1.69759657373652	error	1	243
#F8766D	0.318217869848013	0.318217869848013	0.318217869848013	error	1	244
#F8766D	0.178317481186241	0.178317481186241	0.178317481186241	error	1	245
#F8766D	1.73613739013672	1.73613739013672	1.73613739013672	error	1	246
#F8766D	-2.86001278599724	-2.86001278599724	-2.86001278599724	error	1	247
#F8766D	-0.13661960978061	-0.13661960978061	-0.13661960978061	error	1	248
#F8766D	1.3938824320212	1.3938824320212	1.3938824320212	error	1	249
#F8766D	1.15638933889568	1.15638933889568	1.15638933889568	error	1	250
#F8766D	-0.134282267186791	-0.134282267186791	-0.134282267186791	error	1	251
#F8766D	2.1672568609938	2.1672568609938	2.1672568609938	error	1	252
#F8766D	-0.371417356655002	-0.371417356655002	-0.371417356655002	error	1	253
#F8766D	-1.5312163378112	-1.5312163378112	-1.5312163378112	error	1	254
#F8766D	-2.5759257171303	-2.5759257171303	-2.5759257171303	error	1	255
#F8766D	-2.40320303896442	-2.40320303896442	-2.40320303896442	error	1	256
#F8766D	-1.1023697569035	-1.1023697569035	-1.1023697569035	error	1	257
#F8766D	0.111805579159409	0.111805579159409	0.111805579159409	error	1	258
#F8766D	0.972030458506197	0.972030458506197	0.972030458506197	error	1	259
#F8766D	-0.559018876869231	-0.559018876869231	-0.559018876869231	error	1	260
#F8766D	2.47725554555655	2.47725554555655	2.47725554555655	error	1	261
#F8766D	-1.2383797634393	-1.2383797634393	-1.2383797634393	error	1	262
#F8766D	-0.24560564244166	-0.24560564244166	-0.24560564244166	error	1	263
#F8766D	-1.00563195487484	-1.00563195487484	-1.00563195487484	error	1	264
#F8766D	0.905222802422941	0.905222802422941	0.905222802422941	error	1	265
#F8766D	-1.45189931569621	-1.45189931569621	-1.45189931569621	error	1	266
#F8766D	-0.128728510346264	-0.128728510346264	-0.128728510346264	error	1	267
#F8766D	1.59786402387545	1.59786402387545	1.59786402387545	error	1	268
#F8766D	-2.49451851379126	-2.49451851379126	-2.49451851379126	error	1	269
#F8766D	2.25192798022181	2.25192798022181	2.25192798022181	error	1	270
#F8766D	-0.965562372934073	-0.965562372934073	-0.965562372934073	error	1	271
#F8766D	2.03664210112765	2.03664210112765	2.03664210112765	error	1	272
#F8766D	-0.919899065047503	-0.919899065047503	-0.919899065047503	error	1	273
#F8766D	-0.997350415214896	-0.997350415214896	-0.997350415214896	error	1	274
#F8766D	-0.14189252955839	-0.14189252955839	-0.14189252955839	error	1	275
#F8766D	2.35319001507014	2.35319001507014	2.35319001507014	error	1	276
#F8766D	2.18603682378307	2.18603682378307	2.18603682378307	error	1	277
#F8766D	-0.660062739159912	-0.660062739159912	-0.660062739159912	error	1	278
#F8766D	1.66392419300973	1.66392419300973	1.66392419300973	error	1	279
#F8766D	2.76370798330754	2.76370798330754	2.76370798330754	error	1	280
#F8766D	-0.392043091356754	-0.392043091356754	-0.392043091356754	error	1	281
#F8766D	1.27508807228878	1.27508807228878	1.27508807228878	error	1	282
#F8766D	-0.600033786613494	-0.600033786613494	-0.600033786613494	error	1	283
#F8766D	-1.04788708873093	-1.04788708873093	-1.04788708873093	error	1	284
#F8766D	1.54252288816497	1.54252288816497	1.54252288816497	error	1	285
#F8766D	-1.78384646913037	-1.78384646913037	-1.78384646913037	error	1	286
#F8766D	1.26672733481973	1.26672733481973	1.26672733481973	error	1	287
#F8766D	-2.26984847383574	-2.26984847383574	-2.26984847383574	error	1	288
#F8766D	-1.52706891624257	-1.52706891624257	-1.52706891624257	error	1	289
#F8766D	-2.14017372345552	-2.14017372345552	-2.14017372345552	error	1	290
#F8766D	-1.56222350941971	-1.56222350941971	-1.56222350941971	error	1	291
#F8766D	-2.64639373635873	-2.64639373635873	-2.64639373635873	error	1	292
#F8766D	0.853729551192373	0.853729551192373	0.853729551192373	error	1	293
#F8766D	2.25761527614668	2.25761527614668	2.25761527614668	error	1	294
#F8766D	1.67348806466907	1.67348806466907	1.67348806466907	error	1	295
#F8766D	1.78385295532644	1.78385295532644	1.78385295532644	error	1	296
#F8766D	-0.26835327828303	-0.26835327828303	-0.26835327828303	error	1	297
#F8766D	-0.539495507720858	-0.539495507720858	-0.539495507720858	error	1	298
#F8766D	1.86522145662457	1.86522145662457	1.86522145662457	error	1	299
#F8766D	0.629599741660058	0.629599741660058	0.629599741660058	error	1	300
#F8766D	0.928343568462878	0.928343568462878	0.928343568462878	error	1	301
#F8766D	-0.880816368386149	-0.880816368386149	-0.880816368386149	error	1	302
#F8766D	-1.3784391246736	-1.3784391246736	-1.3784391246736	error	1	303
#F8766D	2.9561043670401	2.9561043670401	2.9561043670401	error	1	304
#F8766D	0.800959586631507	0.800959586631507	0.800959586631507	error	1	305
#F8766D	-1.72075118869543	-1.72075118869543	-1.72075118869543	error	1	306
#F8766D	-2.22376591153443	-2.22376591153443	-2.22376591153443	error	1	307
#F8766D	-0.131291794124991	-0.131291794124991	-0.131291794124991	error	1	308
#F8766D	2.54444681899622	2.54444681899622	2.54444681899622	error	1	309
#F8766D	0.59256580285728	0.59256580285728	0.59256580285728	error	1	310
#F8766D	2.85702416952699	2.85702416952699	2.85702416952699	error	1	311
#F8766D	1.39075507130474	1.39075507130474	1.39075507130474	error	1	312
#F8766D	-0.859638527501374	-0.859638527501374	-0.859638527501374	error	1	313
#F8766D	-0.411157856695354	-0.411157856695354	-0.411157856695354	error	1	314
#F8766D	-2.11073063593358	-2.11073063593358	-2.11073063593358	error	1	315
#F8766D	-2.92153454711661	-2.92153454711661	-2.92153454711661	error	1	316
#F8766D	1.29339639656246	1.29339639656246	1.29339639656246	error	1	317
#F8766D	-2.38089458551258	-2.38089458551258	-2.38089458551258	error	1	318
#F8766D	-0.322293908335268	-0.322293908335268	-0.322293908335268	error	1	319
#F8766D	0.840606270823628	0.840606270823628	0.840606270823628	error	1	320
#F8766D	2.95103172026575	2.95103172026575	2.95103172026575	error	1	321
#F8766D	-0.0264385328628123	-0.0264385328628123	-0.0264385328628123	error	1	322
#F8766D	-0.0939028537832201	-0.0939028537832201	-0.0939028537832201	error	1	323
#F8766D	-1.95934599079192	-1.95934599079192	-1.95934599079192	error	1	324
#F8766D	1.52892566705123	1.52892566705123	1.52892566705123	error	1	325
#F8766D	-0.276627064682543	-0.276627064682543	-0.276627064682543	error	1	326
#F8766D	0.0670187026262283	0.0670187026262283	0.0670187026262283	error	1	327
#F8766D	-1.75472932029516	-1.75472932029516	-1.75472932029516	error	1	328
#F8766D	-1.62805114360526	-1.62805114360526	-1.62805114360526	error	1	329
#F8766D	0.574271977879107	0.574271977879107	0.574271977879107	error	1	330
#F8766D	0.449233189690858	0.449233189690858	0.449233189690858	error	1	331
#F8766D	-2.53761371830478	-2.53761371830478	-2.53761371830478	error	1	332
#F8766D	-2.78675652248785	-2.78675652248785	-2.78675652248785	error	1	333
#F8766D	0.856772953178734	0.856772953178734	0.856772953178734	error	1	334
#F8766D	2.57169119780883	2.57169119780883	2.57169119780883	error	1	335
#F8766D	0.588554534129798	0.588554534129798	0.588554534129798	error	1	336
#F8766D	0.365404488053173	0.365404488053173	0.365404488053173	error	1	337
#F8766D	0.156166343484074	0.156166343484074	0.156166343484074	error	1	338
#F8766D	2.91057134326547	2.91057134326547	2.91057134326547	error	1	339
#F8766D	0.0458509339950979	0.0458509339950979	0.0458509339950979	error	1	340
#F8766D	1.0967284720391	1.0967284720391	1.0967284720391	error	1	341
#F8766D	0.609247305896133	0.609247305896133	0.609247305896133	error	1	342
#F8766D	-1.56678793346509	-1.56678793346509	-1.56678793346509	error	1	343
#F8766D	-1.45100443996489	-1.45100443996489	-1.45100443996489	error	1	344
#F8766D	1.37585774017498	1.37585774017498	1.37585774017498	error	1	345
#F8766D	-0.284575011581182	-0.284575011581182	-0.284575011581182	error	1	346
#F8766D	-1.94923938950524	-1.94923938950524	-1.94923938950524	error	1	347
#F8766D	1.48018961772323	1.48018961772323	1.48018961772323	error	1	348
#F8766D	-2.37007415760309	-2.37007415760309	-2.37007415760309	error	1	349
#F8766D	2.18726969417185	2.18726969417185	2.18726969417185	error	1	350
#F8766D	0.687869830057025	0.687869830057025	0.687869830057025	error	1	351
#F8766D	0.342957233078778	0.342957233078778	0.342957233078778	error	1	352
#F8766D	-1.02733608568087	-1.02733608568087	-1.02733608568087	error	1	353
#F8766D	-0.28121132729575	-0.28121132729575	-0.28121132729575	error	1	354
#F8766D	0.00264583574607968	0.00264583574607968	0.00264583574607968	error	1	355
#F8766D	-1.91480183321983	-1.91480183321983	-1.91480183321983	error	1	356
#F8766D	0.177783616818488	0.177783616818488	0.177783616818488	error	1	357
#F8766D	-2.54834552574903	-2.54834552574903	-2.54834552574903	error	1	358
#F8766D	-1.33346440410241	-1.33346440410241	-1.33346440410241	error	1	359
#F8766D	-1.72380288457498	-1.72380288457498	-1.72380288457498	error	1	360
#F8766D	-1.29125711414963	-1.29125711414963	-1.29125711414963	error	1	361
#F8766D	2.37056461768225	2.37056461768225	2.37056461768225	error	1	362
#F8766D	-0.322588060051203	-0.322588060051203	-0.322588060051203	error	1	363
#F8766D	1.67990933870897	1.67990933870897	1.67990933870897	error	1	364
#F8766D	2.28371420921758	2.28371420921758	2.28371420921758	error	1	365
#F8766D	-0.521254742983729	-0.521254742983729	-0.521254742983729	error	1	366
#F8766D	-2.61714911693707	-2.61714911693707	-2.61714911693707	error	1	367
#F8766D	-0.987075049895793	-0.987075049895793	-0.987075049895793	error	1	368
#F8766D	1.34235567972064	1.34235567972064	1.34235567972064	error	1	369
#F8766D	-0.974307999014854	-0.974307999014854	-0.974307999014854	error	1	370
